name,city,state,cert,id_number,end_date,
PEOPLES BANK,COLLEYVILLE,TX,57362,3128174,2013-06-30 00:00:00
PIEDMONT COMMUNITY BANK,GRAY,GA,57256,3128914,2011-09-30 00:00:00
NORTHWEST COMMERCIAL BANK,LAKEWOOD,WA,57191,3130216,2012-12-31 00:00:00
COMMUNITY CAPITAL BANK,JONESBORO,GA,57036,3130999,2011-09-30 00:00:00
ENTERPRISE BANK,KENILWORTH,NJ,57055,3133011,2018-09-30 00:00:00
BANK OF GOOCHLAND  NATIONAL ASSOCIATION,MANAKIN-SABOT,VA,57309,3133253,2008-06-30 00:00:00
EAGLE COMMUNITY BANK,MAPLE GROVE,MN,57477,3133570,2021-03-31 00:00:00
SUMMIT COMMUNITY BANK,EAST LANSING,MI,57401,3134250,2014-03-31 00:00:00
SUMMIT BANK,PRESCOTT,AZ,57442,3134885,2011-06-30 00:00:00
TEXAS COMMUNITY BANK  NATIONAL ASSOCIATION,THE WOODLANDS,TX,57431,3135097,2013-09-30 00:00:00
LANDMARK NATIONAL BANK,SOLANA BEACH,CA,57324,3135109,2007-06-30 00:00:00
BANKERS TRUST COMPANY  NATIONAL ASSOCIATION,CEDAR RAPIDS,IA,57484,3142358,2015-12-31 00:00:00
PACIFIC COMMERCE BANK  NATIONAL ASSOCIATION,LOS ANGELES,CA,57065,3143805,2018-06-30 00:00:00
GATEWAY COMMUNITY BANK,ROSCOE,IL,57275,3145162,2019-03-31 00:00:00
PATHFINDER COMMERCIAL BANK,OSWEGO,NY,57497,3145984,2016-03-31 00:00:00
FIRST NATIONAL BANK OF SUMNER THE -RETAINED CHARTER,OLNEY,IL,3839,3150335,2004-06-30 00:00:00
HUDSON RIVER COMMERCIAL BANK,COHOES,NY,57474,3151060,2004-12-31 00:00:00
CONNECTICUT RIVER COMMUNITY BANK,WETHERSFIELD,CT,57475,3151837,2010-09-30 00:00:00
HORIZON COMMUNITY BANK,LAKE HAVASU CITY,AZ,57411,3154780,2022-09-30 00:00:00
LEGACY BANK  NATIONAL ASSOCIATION,LA JOLLA,CA,57437,3155134,2005-06-30 00:00:00
MARINERBANK,PORT TOWNSEND,WA,57499,3156122,2006-09-30 00:00:00
ORANGE COUNTY BUSINESS BANK  NATIONAL ASSOCIATION,NEWPORT BEACH,CA,57338,3157183,2015-12-31 00:00:00
UNITED COMMUNITY BANK NORTH GEORGIA,BLUE RIDGE,GA,26733,9339,2002-09-30 00:00:00
THREE RIVERS BANK AND TRUST COMPANY,JEFFERSON,PA,19104,18126,2002-09-30 00:00:00
MISSISSIPPI SOUTHERN BANK,PORT GIBSON,MS,8551,34032,2002-09-30 00:00:00
CORTLAND SAVINGS BANK,CORTLAND,NY,15964,48208,2002-09-30 00:00:00
FIRST NATIONAL BANK OF ATLANTA  THE,NEW CASTLE,DE,26747,66613,2002-09-30 00:00:00
GRAFTON STATE BANK,GRAFTON,NE,11468,90252,2002-09-30 00:00:00
SECURITY STATE BANK OF DEER CREEK,DEER CREEK,MN,16679,120654,2002-09-30 00:00:00
INDUSTRIAL BANK OF JAPAN TRUST COMPANY  THE,NEW YORK,NY,21844,132415,2002-09-30 00:00:00
FIRST NATIONAL BANK OF SUMNER  THE,SUMNER,IL,3839,132741,2002-09-30 00:00:00
SOUTHWEST BANK,GREENSBURG,PA,7979,161022,2002-09-30 00:00:00
FIRST STATE BANK OF DONALSONVILLE,DONALSONVILLE,GA,29365,166072,2002-09-30 00:00:00
UNITED COMMUNITY BANK DAWSON COUNTY,DAWSONVILLE,GA,17263,195634,2002-09-30 00:00:00
CENTENNIAL BANK,PORTLAND,OR,22493,225166,2002-09-30 00:00:00
BANK ONE  ILLINOIS  NATIONAL ASSOCIATION,SPRINGFIELD,IL,935,262349,2002-09-30 00:00:00
UNITED COMMUNITY BANK WHITE COUNTY,CLEVELAND,GA,22357,277138,2002-09-30 00:00:00
FIRST NATIONAL BANK OF ONAGA,ONAGA,KS,26326,284257,2002-09-30 00:00:00
WARREN FIVE CENTS SAVINGS BANK,PEABODY,MA,24688,294809,2002-09-30 00:00:00
21ST CENTURY BANK,ROGERS,MN,8841,301453,2002-09-30 00:00:00
HERITAGE FIRST BANK  INCORPORATED,LOWES,KY,20761,318947,2021-06-30 00:00:00
PALM BEACH NATIONAL BANK & TRUST COMPANY,PALM BEACH,FL,21051,365138,2002-09-30 00:00:00
EASTERN BANK & TRUST,SALEM,MA,28,372109,2002-09-30 00:00:00
FARMERS BANK & TRUST OF CHENEYVILLE  THE,CHENEYVILLE,LA,16445,382733,2002-09-30 00:00:00
MORRILL STATE BANK & TRUST CO.  THE,SABETHA,KS,10924,391650,2002-09-30 00:00:00
WEST BURLINGTON BANK,WEST BURLINGTON,IA,12129,439141,2002-09-30 00:00:00
AMERICAN NATIONAL BANK AND TRUST COMPANY OF CHICAGO,CHICAGO,IL,3619,445339,2002-09-30 00:00:00
FRONTIER STATE BANK,SHOW LOW,AZ,24227,456670,2002-09-30 00:00:00
BRIGHT NATIONAL BANK  THE,FLORA,IN,13815,457145,2002-09-30 00:00:00
UNITED COMMUNITY BANK TOWNS COUNTY,HIAWASSEE,GA,26642,471570,2002-09-30 00:00:00
FRONTIER NATIONAL BANK,LA GRANGE,GA,16431,477938,2002-09-30 00:00:00
CITIZENS NATIONAL BANK AND TRUST COMPANY  THE,ANTHONY,KS,4615,484253,2002-09-30 00:00:00
BANK OF GREENVILLE,GREENVILLE,WV,15866,497020,2002-09-30 00:00:00
UNION BANK AND TRUST COMPANY OF INDIANA,GREENSBURG,IN,10093,501440,2002-09-30 00:00:00
FIRST NIAGARA BANK,LOCKPORT,NY,16004,517900,2016-09-30 00:00:00
FREMONT COUNTY SAVINGS BANK,SIDNEY,IA,5803,538446,2002-09-30 00:00:00
AMERICAN BANK,LOVELAND,CO,21614,580959,2002-09-30 00:00:00
TEXAS COUNTRY BANK,SAN JUAN,TX,16819,581161,2002-09-30 00:00:00
TRUSTCO BANK  NATIONAL ASSOCIATION,GLENVILLE,NY,662,620211,2002-09-30 00:00:00
BANK OF ALAMO  THE,ALAMO,TN,9961,632353,2002-09-30 00:00:00
CORNING BANK  THE,CORNING,AR,25234,637246,2002-09-30 00:00:00
FIRST COMMUNITY NATIONAL BANK,CORNING,IA,13997,670645,2002-09-30 00:00:00
FIRST STATE BANK OF FORT BENTON,FORT BENTON,MT,1975,672751,2002-09-30 00:00:00
BANCO FINANCIERO DE PUERTO RICO,PONCE,PR,22302,714718,2002-09-30 00:00:00
ROBERTS STATE BANK,ROBERTS,IL,12398,751740,2002-09-30 00:00:00
BANK OF CANTON OF CALIFORNIA,SAN FRANCISCO,CA,16754,767161,2002-09-30 00:00:00
TOWNE BANK,CINCINNATI,OH,28009,790673,2002-09-30 00:00:00
PEOPLES BANK,TAOS,NM,24140,803452,2002-09-30 00:00:00
CENTRAL BANK,SPIRIT LAKE,IA,15368,810142,2002-09-30 00:00:00
STATE BANK OF WONEWOC,WONEWOC,WI,11229,835846,2002-09-30 00:00:00
METROPOLITAN NATIONAL BANK,YOUNGSTOWN,OH,32298,846374,2002-09-30 00:00:00
FIRST COMMUNITY INDUSTRIAL BANK,DENVER,CO,90634,849553,2002-09-30 00:00:00
AMERICAN BANK  NATIONAL ASSOCIATION,RUSTON,LA,24678,851958,2002-09-30 00:00:00
CAYUGA BANK,AUBURN,NY,15956,863803,2002-09-30 00:00:00
STATE BANK OF JEFFERSON COUNTY,DE SOTO,MO,19770,889755,2002-09-30 00:00:00
BANK OF LOCKESBURG,LOCKESBURG,AR,26268,895541,2002-09-30 00:00:00
NATIONAL BANK OF HASTINGS,HASTINGS,MI,5026,934842,2002-09-30 00:00:00
MEDFORD SAVINGS BANK,MEDFORD,MA,23290,943004,2002-09-30 00:00:00
CERRO GORDO BUILDING AND LOAN  S.B.,CERRO GORDO,IL,30210,1001572,2002-09-30 00:00:00
VALENCIA BANK & TRUST,SANTA CLARITA,CA,27091,1157255,2002-09-30 00:00:00
EOS BANK,SAN MATEO,CA,27093,1160424,2002-09-30 00:00:00
EMBRY BANK,LAWRENCEVILLE,GA,27124,1160808,2002-09-30 00:00:00
UNITED COMMUNITY BANK METRO,POWDER SPRINGS,GA,32735,1436099,2002-09-30 00:00:00
UNITED COMMUNITY BANK RABUN COUNTY,CLAYTON,GA,32837,1439308,2002-09-30 00:00:00
HEIGHTS STATE BANK,HARKER HEIGHTS,TX,33218,1819049,2002-09-30 00:00:00
PEOPLES BANK OF NORTHERN KENTUCKY  INC.,CRESTVIEW HILLS,KY,33541,1919556,2002-09-30 00:00:00
NORTHWESTERN NATIONAL BANK,WILKESBORO,NC,33546,1920945,2002-09-30 00:00:00
CAPITAL BANK,HOWARD,WI,33857,2127826,2002-09-30 00:00:00
TRANSAMERICA BANK  NATIONAL ASSOCIATION,NEW CASTLE,DE,33940,2244367,2002-09-30 00:00:00
PEOPLES BANK,OVERLAND PARK,KS,33960,2257125,2002-09-30 00:00:00
ROCK HILL BANK & TRUST,ROCK HILL,SC,34177,2403548,2002-09-30 00:00:00
BANK OF THE NORTHWEST,PORTLAND,OR,34247,2508779,2002-09-30 00:00:00
UNITED COMMUNITY BANK WEST GEORGIA,CARROLLTON,GA,34298,2511126,2002-09-30 00:00:00
BANK OF TANGLEWOOD  NATIONAL ASSOCIATION,HOUSTON,TX,34316,2521077,2002-09-30 00:00:00
HARBOR BANK  NATIONAL ASSOCIATION,GIG HARBOR,WA,34405,2581932,2002-09-30 00:00:00
HIGH STREET BANKING COMPANY,ASHEVILLE,NC,34472,2605511,2002-09-30 00:00:00
FIRST NATIONAL BANK OF BAY CITY,BAY CITY,TX,34448,2611044,2002-09-30 00:00:00
U.S. NATIONAL BANK,MIDWEST CITY,OK,34605,2612162,2002-09-30 00:00:00
STATE STREET GLOBAL ADVISORS  N.A.,NAPLES,FL,34698,2630559,2002-09-30 00:00:00
FIRST TRUST COMPANY OF ONAGA  NATIONAL ASSOCIATION,ONAGA,KS,35589,2809355,2002-09-30 00:00:00
GENERATIONS TRUST BANK  NATIONAL ASSOCIATION,LONG BEACH,CA,35404,2845410,2002-09-30 00:00:00
FIRST NATIONAL BANK OFJOHNS CREEK,SUWANEE,GA,35089,2845719,2002-09-30 00:00:00
KANELAND COMMUNITY BANK,ELBURN,IL,35532,2902032,2002-09-30 00:00:00
FIRST STATE BANK OF NEBRASKA,NEBRASKA CITY,NE,57042,2911191,2002-09-30 00:00:00
HERITAGE BANK  NATIONAL ASSOCIATION,DONIPHAN,NE,57106,2940191,2002-09-30 00:00:00
FIRST STATE BANK OF NEWMAN,NEWMAN,IL,11675,6842,2002-06-30 00:00:00
AMERICAN NATIONAL BANK OF KIMBALL  THE,KIMBALL,NE,5423,11350,2002-06-30 00:00:00
FIRST NATIONAL BANK AND TRUST COMPANY OF BARABOO  THE,BARABOO,WI,14064,23344,2002-06-30 00:00:00
BANK ONE  COLORADO  NATIONAL ASSOCIATION,DENVER,CO,18914,25450,2002-06-30 00:00:00
FIRST NATIONAL BANK,SAN DIEGO,CA,23634,43669,2002-06-30 00:00:00
VISTA BANK  NATIONAL ASSOCIATION,PHILLIPSBURG,NJ,6407,46905,2002-06-30 00:00:00
PAVILION STATE BANK  THE,PAVILION,NY,8915,173717,2002-06-30 00:00:00
UPLAND BANK,UPLAND,CA,25060,184263,2002-06-30 00:00:00
GUARANTY BANK AND TRUST,KANSAS CITY,KS,5827,251053,2002-06-30 00:00:00
FIRST BANK OF APACHE,APACHE,OK,4035,252957,2002-06-30 00:00:00
MERCANTILE BANK,SAINT PETERSBURG,FL,32473,254577,2002-06-30 00:00:00
BANK ONE  INDIANA  NATIONAL ASSOCIATION,INDIANAPOLIS,IN,4345,256647,2002-06-30 00:00:00
CHARTER BANK,WYANDOTTE,MI,10037,270241,2002-06-30 00:00:00
BRYAN COUNTY NATIONAL BANK,CADDO,OK,9877,299055,2002-06-30 00:00:00
BANK OF PERRY  THE,PERRY,KS,13689,299158,2002-06-30 00:00:00
FIRST NATIONAL BANK OF AMARILLO  THE,AMARILLO,TX,19427,311359,2002-06-30 00:00:00
BEATRICE NATIONAL BANK AND TRUST COMPANY  THE,BEATRICE,NE,5383,341356,2002-06-30 00:00:00
AREA BANK,OWENSBORO,KY,18478,341646,2002-06-30 00:00:00
CERRITOS VALLEY BANK,ARTESIA,CA,20042,342960,2002-06-30 00:00:00
PARADIGM BANK TEXAS,HOUSTON,TX,23168,350554,2002-06-30 00:00:00
PFC BANK,FORD CITY,PA,6038,377823,2002-06-30 00:00:00
SOUTHINGTON SAVINGS BANK,SOUTHINGTON,CT,18226,390505,2002-06-30 00:00:00
CLAYTON STATE BANK,CLAYTON,OK,409,418753,2002-06-30 00:00:00
BANK OF MONTE VISTA,MONTE VISTA,CO,15556,461254,2002-06-30 00:00:00
MERIDIAN CAPITAL BANK  NATIONAL ASSOCIATION,MILWAUKEE,WI,18425,469643,2002-06-30 00:00:00
MIDWEST BANK OF MCHENRY COUNTY,UNION,IL,11304,469849,2002-06-30 00:00:00
FIRST COMMERCIAL BANK OF SOUTHEAST MISSOURI,CHAFFEE,MO,15528,496041,2002-06-30 00:00:00
IPSWICH SAVINGS BANK,IPSWICH,MA,90216,535007,2002-06-30 00:00:00
WYMORE STATE BANK  THE,WYMORE,NE,14818,544250,2002-06-30 00:00:00
BANK OF LOUISVILLE,LOUISVILLE,KY,8778,585543,2002-06-30 00:00:00
FIRST NATIONAL BANK OF OTIS,OTIS,CO,3046,585655,2002-06-30 00:00:00
FINDLAY SAVINGS BANK  THE,CINCINNATI,OH,28623,615075,2002-06-30 00:00:00
ORANGEVILLE COMMUNITY BANK,ORANGEVILLE,IL,17701,733447,2002-06-30 00:00:00
FIRST STATE BANK  THE,NEEDVILLE,TX,11930,771663,2002-06-30 00:00:00
HAMEL STATE BANK,HAMEL,IL,17805,782940,2002-06-30 00:00:00
MIDWAY NATIONAL BANK OF ST. PAUL  THE,SAINT PAUL,MN,5245,798156,2002-06-30 00:00:00
FIRST FIDELITY INVESTMENT AND LOAN ASSOCIATION,TUSTIN,CA,26014,803966,2002-06-30 00:00:00
COMMUNITY BANK OF CENTRAL TEXAS  SSB,SMITHVILLE,TX,29079,806770,2002-06-30 00:00:00
BANK OF CLINTON COUNTY  INC.,ALBANY,KY,21015,809744,2002-06-30 00:00:00
HEBRON DEPOSIT BANK,HEBRON,KY,9305,815213,2002-06-30 00:00:00
BANK OF WAUNAKEE,WAUNAKEE,WI,10744,878142,2002-06-30 00:00:00
BROOKHOLLOW NATIONAL BANK,DALLAS,TX,20577,905655,2002-06-30 00:00:00
MARQUETTE BANK  NATIONAL ASSOCIATION,ROGERS,MN,17373,945259,2002-06-30 00:00:00
VIKING BANK,HENDRUM,MN,12920,949051,2002-06-30 00:00:00
MERCHANTS STATE BANK OF LEWISVILLE,LEWISVILLE,MN,8189,956657,2002-06-30 00:00:00
MARQUETTE BANK MONMOUTH,MONMOUTH,IL,10875,957645,2002-06-30 00:00:00
MARQUETTE BANK MORRISON,MORRISON,IL,5746,962041,2002-06-30 00:00:00
MARATHON NATIONAL BANK,LOS ANGELES,CA,24675,965163,2002-06-30 00:00:00
BANK ONE  WISCONSIN,MILWAUKEE,WI,2487,974848,2002-06-30 00:00:00
MASSACHUSETTS CO-OPERATIVE BANK,QUINCY,MA,26569,1016772,2002-06-30 00:00:00
FOUNDERS' BANK,BRYN MAWR,PA,27296,1211700,2002-06-30 00:00:00
VINE STREET TRUST COMPANY  THE,OWENSBORO,KY,27375,1225734,2002-06-30 00:00:00
MIDWEST BANK OF HINSDALE,HINSDALE,IL,33415,1864683,2002-06-30 00:00:00
BENEFICIAL NATIONAL BANK USA,NEW CASTLE,DE,33560,1928594,2002-06-30 00:00:00
AMTRADE INTERNATIONAL BANK OF GEORGIA,ATLANTA,GA,33784,2028400,2002-06-30 00:00:00
HOUSEHOLD BANK (NEVADA)  NATIONAL ASSOCIATION,LAS VEGAS,NV,33788,2036843,2002-06-30 00:00:00
MARQUETTE CAPITAL BANK  N.A.,WAYZATA,MN,33810,2051163,2002-06-30 00:00:00
SOUTHEAST SECURITY BANK,MEDIAPOLIS,IA,34379,2495020,2002-06-30 00:00:00
TCF NATIONAL BANK COLORADO,ENGLEWOOD,CO,34449,2515272,2002-06-30 00:00:00
MIDDLESEX BANK & TRUST COMPANY,NEWTON,MA,34266,2539184,2002-06-30 00:00:00
EAGLE NATIONAL BANK,DALLAS,TX,34265,2541721,2002-06-30 00:00:00
METRO-COUNTY BANK OF VIRGINIA  INC.,MECHANICSVILLE,VA,34442,2556882,2002-06-30 00:00:00
PIEDMONT BANK,STATESVILLE,NC,34437,2588089,2002-06-30 00:00:00
CALVIN B. TAYLOR BANK OF DELAWARE,OCEAN VIEW,DE,34567,2604925,2002-06-30 00:00:00
F & M COMMUNITY BANK  NATIONAL ASSOCIATION,CHATFIELD,MN,35595,2917924,2002-06-30 00:00:00
MARQUETTE TRUST COMPANY OF SOUTH DAKOTA  NATIONAL ASSOCIATION,SIOUX FALLS,SD,57326,3037904,2002-06-30 00:00:00
BANK OF MANSFIELD,MANSFIELD,AR,15653,17642,2002-03-31 00:00:00
BANK OF AVOCA,AVOCA,NY,581,62709,2002-03-31 00:00:00
FIRST COMMUNITY BANK OF SOUTHWEST GEORGIA,BAINBRIDGE,GA,29334,72276,2002-03-31 00:00:00
WESTERN SECURITY BANK  NATIONAL ASSOCIATION,BURBANK,CA,25058,98360,2002-03-31 00:00:00
BANK OF BELFAST,BELFAST,TN,1465,122630,2002-03-31 00:00:00
TEXAS GUARANTY BANK  NATIONAL ASSOCIATION,HOUSTON,TX,25739,144959,2002-03-31 00:00:00
PEOPLES BANK OF TOMPKINSVILLE,TOMPKINSVILLE,KY,8134,200547,2002-03-31 00:00:00
CAROLINE SAVINGS BANK,BOWLING GREEN,VA,31673,202970,2002-03-31 00:00:00
WINTERSET STATE BANK,HARRISONVILLE,MO,12211,223658,2002-03-31 00:00:00
FIRST TRUST BANK OF SHELBYVILLE,SHELBYVILLE,IL,10082,234944,2002-03-31 00:00:00
POTTERS BANK,EAST LIVERPOOL,OH,29431,259376,2002-03-31 00:00:00
BANK OF ST. CHARLES COUNTY,SAINT CHARLES,MO,24866,265256,2002-03-31 00:00:00
PEOPLES BANK,IMBODEN,AR,20928,281247,2002-03-31 00:00:00
SPARKS STATE BANK  THE,SPARKS,MD,5868,298124,2002-03-31 00:00:00
FIRST WESTERN BANK,SIMI VALLEY,CA,23357,306962,2002-03-31 00:00:00
BANK ONE  MICHIGAN,DETROIT,MI,5021,331647,2002-03-31 00:00:00
SAVANNA STATE BANK,SAVANNA,IL,19517,335243,2002-03-31 00:00:00
ARVEST BANK,DUNCAN,OK,4081,337050,2002-03-31 00:00:00
WACHOVIA BANK  NATIONAL ASSOCIATION,WINSTON-SALEM,NC,817,392620,2002-03-31 00:00:00
AMERICAN BANK OF THE NORTH,GRAND RAPIDS,MN,10954,400356,2002-03-31 00:00:00
BANK OF PALMYRA,PALMYRA,IL,17110,415444,2002-03-31 00:00:00
FIRST STATE BANK OF FORT COLLINS,FORT COLLINS,CO,26898,430157,2002-03-31 00:00:00
ARVEST BANK,SHAWNEE,OK,13595,435451,2002-03-31 00:00:00
UNITED CALIFORNIA BANK,LOS ANGELES,CA,20589,438368,2002-03-31 00:00:00
FIRST NATIONAL BANK OF LINCOLNWOOD  THE,LINCOLNWOOD,IL,17501,461535,2002-03-31 00:00:00
ARVEST STATE BANK,TULSA,OK,25661,466558,2002-03-31 00:00:00
MORRIS PLAN SAVINGS BANK  SSB  THE,BURLINGTON,NC,9837,477929,2002-03-31 00:00:00
BANK OF PARRISH,PARRISH,AL,63,521934,2002-03-31 00:00:00
OAHU FINANCE COMPANY LTD.,WAIPAHU,HI,24681,539368,2002-03-31 00:00:00
MOBILE COUNTY BANK,GRAND BAY,AL,26343,548735,2002-03-31 00:00:00
FIRST NATIONAL BANK OF TEXAS  THE,DECATUR,TX,3168,554754,2002-03-31 00:00:00
CITIZENS NATIONAL BANK OF NORWALK  THE,NORWALK,OH,6664,560120,2002-03-31 00:00:00
CONNECTICUT BANK OF COMMERCE,STAMFORD,CT,19183,577904,2002-03-31 00:00:00
BANK OF CARBON HILL,CARBON HILL,AL,15554,598338,2002-03-31 00:00:00
COMMUNITY FIRST BANK,CARROLLTON,GA,27887,610771,2002-03-31 00:00:00
FIRST BANK OF TEXAS,TOMBALL,TX,23883,632755,2002-03-31 00:00:00
FIRST STATE BANK OF TEXAS,DENTON,TX,10348,633659,2002-03-31 00:00:00
FNB-SOUTHWEST  NATIONAL ASSOCIATION,ROANOKE,VA,27798,633770,2002-03-31 00:00:00
GUARANTY BANK  S.S.B.,MILWAUKEE,WI,30003,640170,2017-03-31 00:00:00
CITIZENS STATE BANK,POLK,NE,1985,672957,2002-03-31 00:00:00
COMMUNITY BANK,CHAPMAN,KS,12431,676852,2002-03-31 00:00:00
MOUNTAIN IRON FIRST STATE BANK,MOUNTAIN IRON,MN,1928,714558,2002-03-31 00:00:00
FIRST BANK AND TRUST COMPANY,PROVIDENCE,RI,20615,723309,2002-03-31 00:00:00
CITIZENS BANK AND TRUST COMPANY,LOUISVILLE,MS,16536,728340,2002-03-31 00:00:00
RICHFIELD BANK & TRUST COMPANY,RICHFIELD,MN,16538,735058,2002-03-31 00:00:00
BANK OF BERRY,BERRY,AL,43,754031,2002-03-31 00:00:00
BANK OF SANTA FE  NATIONAL ASSOCIATION,SANTA FE,NM,18556,783059,2002-03-31 00:00:00
INDEPENDENCE BANK  NATIONAL ASSOCIATION,HOUSTON,TX,24939,787150,2002-03-31 00:00:00
COMMUNITY BANK,KATY,TX,24736,789257,2002-03-31 00:00:00
KERMAN STATE BANK,KERMAN,CA,24228,836067,2002-03-31 00:00:00
SIGNAL BANK SOUTH NATIONAL ASSOCIATION,RED WING,MN,5234,849656,2002-03-31 00:00:00
TEHAMA BANK,RED BLUFF,CA,25594,877967,2002-03-31 00:00:00
NATIONAL BANK OF FLORIDA  THE,FLORIDA,NY,7054,896605,2002-03-31 00:00:00
ARVEST BANK,NORMAN,OK,26867,916053,2002-03-31 00:00:00
WESTSTAR BANK,BARTLESVILLE,OK,4039,933854,2002-03-31 00:00:00
PALOMAR COMMUNITY BANK,ESCONDIDO,CA,32226,968678,2002-03-31 00:00:00
ARVEST BANK,ROGERS,AR,3891,970242,2002-03-31 00:00:00
CITIZENS STATE BANK OF GAYLORD,GAYLORD,MN,1400,974950,2002-03-31 00:00:00
SECURITY STATE BANK,MILFORD,IA,218,975845,2002-03-31 00:00:00
ASSOCIATED BANK MINNESOTA,MINNEAPOLIS,MN,21222,996354,2002-03-31 00:00:00
FIRST EAST SIDE SAVINGS BANK,CHICAGO,IL,28144,998675,2012-09-30 00:00:00
FIRST BANK OF CLEVELAND,CLEVELAND,OK,4064,1007556,2002-03-31 00:00:00
COMMONWEALTH BANK AND TRUST COMPANY,LOUISVILLE,KY,33243,1837829,2002-03-31 00:00:00
CENTURY BANK  NATIONAL ASSOCIATION,EDEN PRAIRIE,MN,33244,1842195,2002-03-31 00:00:00
MESQUITE STATE BANK,MESQUITE,NV,34274,2442583,2002-03-31 00:00:00
INDEPENDENCE BANK,KERNERSVILLE,NC,34510,2625023,2002-03-31 00:00:00
SIGNAL TRUST COMPANY NATIONAL ASSOCIATION,MENDOTA HEIGHTS,MN,34971,2697990,2002-03-31 00:00:00
AMERICAN COMMUNITY BANK OF GEORGIA,MCDONOUGH,GA,34523,2707451,2002-03-31 00:00:00
CAPITOL VALLEY BANK,ROSEVILLE,CA,35124,2753672,2002-03-31 00:00:00
FIRST AMERICAN BANK,SIOUX CITY,IA,35167,2769039,2002-03-31 00:00:00
CHARTER ONE COMMERCIAL,ALBANY,NY,35318,2815123,2002-03-31 00:00:00
BNC NATIONAL BANK,TEMPE,AZ,57197,3017728,2002-03-31 00:00:00
GUARANTY BANK,SPRINGFIELD,MO,28670,131173,2022-03-31 00:00:00
NAUGATUCK VALLEY SAVINGS AND LOAN  S.B.,NAUGATUCK,CT,30365,151872,2015-12-31 00:00:00
CENTRUE BANK,KANKAKEE,IL,10881,212979,2006-09-30 00:00:00
FIRST FEDERAL SAVINGS BANK OF ELIZABETHTOWN,ELIZABETHTOWN,KY,28610,368175,2014-12-31 00:00:00
COMMUNITY BANKS OF TRACY,TRACY,CA,32148,423074,2009-12-31 00:00:00
HUNTINGDON VALLEY BANK,HUNTINGDON VALLEY,PA,30464,582177,2023-03-31 00:00:00
LIBERTYBANK,EUGENE,OR,31964,650674,2010-06-30 00:00:00
NORTH PENN BANK,SCRANTON,PA,31188,827971,2011-03-31 00:00:00
NELSONVILLE HOME & SAVINGS,NELSONVILLE,OH,28085,840578,2023-06-30 00:00:00
EAST DUBUQUE SAVINGS BANK,DUBUQUE,IA,5733,913838,2015-09-30 00:00:00
HOME SAVINGS AND LOAN COMPANY OF YOUNGSTOWN  OHIO  THE,YOUNGSTOWN,OH,28114,932277,2019-12-31 00:00:00
PROVIDENT COMMUNITY BANK  NATIONAL ASSOCIATION,UNION,SC,28997,937674,2014-03-31 00:00:00
NORTHERN TRUST INVESTMENTS  NATIONAL ASSOCIATION,CHICAGO,IL,27591,1422980,2010-09-30 00:00:00
SECURITY TRUST COMPANY  NATIONAL ASSOCIATION,PHOENIX,AZ,33617,1982130,2003-12-31 00:00:00
FIRST BANKCENTRE,BROKEN ARROW,OK,34098,2371508,2017-09-30 00:00:00
FIRST BRADENTON BANK,BRADENTON,FL,34537,2623346,2004-09-30 00:00:00
FIRST NATIONAL BANK OF HINCKLEY,HINCKLEY,MN,57600,2910206,2004-06-30 00:00:00
CITIZENS NATIONAL BANK,WINDSOR,VA,57320,3085240,2018-03-31 00:00:00
BERKSHIRE BANK,WYOMISSING,PA,57492,3115277,2011-06-30 00:00:00
COMMUNITY BANK OF WEST GEORGIA,VILLA RICA,GA,57436,3119163,2009-03-31 00:00:00
INDEPENDENT BANK OF TEXAS,IRVING,TX,57476,3129902,2015-06-30 00:00:00
GENERATIONS BANK,BLAIRSVILLE,GA,57352,3130298,2006-09-30 00:00:00
MERCHANTS BANK  NATIONAL ASSOCIATION,LA CRESCENT,MN,57493,3132667,2009-03-31 00:00:00
NEW WEST BANK,GREELEY,CO,57508,3138182,2013-03-31 00:00:00
LANIER COMMUNITY BANK,BUFORD,GA,57486,3140260,2005-12-31 00:00:00
WEST ONE BANK,KALISPELL,MT,57534,3140309,2014-12-31 00:00:00
BILTMORE BANK OF ARIZONA  THE,PHOENIX,AZ,57479,3149012,2013-12-31 00:00:00
NEIGHBORS BANK,ALPHARETTA,GA,57430,3150474,2009-06-30 00:00:00
RIVERVIEW COMMUNITY BANK,OTSEGO,MN,57525,3150586,2009-09-30 00:00:00
MAPLE BANK,CHAMPLIN,MN,57581,3151417,2022-06-30 00:00:00
SUFFOLKFIRST BANK,SUFFOLK,VA,57487,3153288,2016-06-30 00:00:00
FIRST COMMERCE COMMUNITY BANK,DOUGLASVILLE,GA,57448,3153626,2010-06-30 00:00:00
MOUNTAIN STATE BANK,DAWSONVILLE,GA,57507,3156300,2008-06-30 00:00:00
MERCHANTS TRUST COMPANY  NATIONAL ASSOCIATION,MUNCIE,IN,57573,3157697,2010-06-30 00:00:00
BANK OF VENICE  THE,VENICE,FL,57386,3158863,2009-06-30 00:00:00
UNITED AMERICAN BANK,SAN MATEO,CA,57447,3161144,2018-03-31 00:00:00
CHOICE BANK,SCOTTSDALE,AZ,57469,3161993,2008-03-31 00:00:00
GEORGIA COMMERCE BANK,ATLANTA,GA,57521,3165320,2015-03-31 00:00:00
COUNTRY BANK,PRESCOTT,AZ,57498,3165599,2016-06-30 00:00:00
CABARRUS BANK & TRUST COMPANY,CONCORD,NC,57545,3166729,2013-06-30 00:00:00
