name,city,state,cert,id_number,end_date,
FIRST NATIONAL BANK OF FLORIDA  THE,MILTON,FL,25155,252836,2011-06-30 00:00:00
CITIZENS BANK,SLATON,TX,15591,253262,2012-12-31 00:00:00
CAPAHA BANK SB,TAMMS,IL,17524,253440,2017-03-31 00:00:00
FIRST SAVANNA SAVINGS BANK,SAVANNA,IL,30241,253776,2022-09-30 00:00:00
OAKLAND STATE BANK,OAKLAND,IA,25604,254148,2004-09-30 00:00:00
BANK OF THE WICHITAS,SNYDER,OK,4198,254652,2015-03-31 00:00:00
COLUMBUS SAVINGS BANK,CHICAGO,IL,29416,254670,2013-12-31 00:00:00
LOST PINES NATIONAL BANK,SMITHVILLE,TX,23591,254867,2003-12-31 00:00:00
FRONTIER NATIONAL BANK,LA GRANGE,GA,16431,255136,2012-12-31 00:00:00
NATIONAL AMERICAN BANK,SAN FRANCISCO,CA,25050,255462,2006-03-31 00:00:00
HOME SAVINGS BANK,MADISON,WI,30248,255873,2022-03-31 00:00:00
COMMERCIAL STATE BANK,ELSIE,NE,17171,255958,2004-12-31 00:00:00
TEXICO STATE BANK,TEXICO,IL,19693,256049,2021-09-30 00:00:00
PROGRESSIVE STATE BANK,LUMBERTON,NC,32349,256272,2006-06-30 00:00:00
FARMERS STATE BANK,EUSTIS,NE,8597,256450,2004-09-30 00:00:00
ALLFIRST BANK,BALTIMORE,MD,4822,256722,2003-03-31 00:00:00
FIRST STATE BANK,NEW BRAUNFELS,TX,2413,256964,2012-09-30 00:00:00
UNITEDKINGFIELD BANK,BANGOR,ME,22226,257000,2006-06-30 00:00:00
SNYDER NATIONAL BANK,SNYDER,TX,14776,257466,2019-12-31 00:00:00
CITIZENS STATE BANK,OAKLAND,IA,5810,257840,2007-03-31 00:00:00
PANHANDLE STATE BANK,SANDPOINT,ID,23415,257868,2014-09-30 00:00:00
PENINSULA BANK  THE,ISHPEMING,MI,11401,258351,2014-09-30 00:00:00
MARINE BANK  SPRINGFIELD,SPRINGFIELD,IL,20250,258445,2023-03-31 00:00:00
VERNON BANK  THE,LEESVILLE,LA,10526,258632,2015-06-30 00:00:00
CORUS BANK  NATIONAL ASSOCIATION,CHICAGO,IL,13693,259031,2009-06-30 00:00:00
NATIONAL CITY BANK,CLEVELAND,OH,6557,259518,2009-09-30 00:00:00
FIRST NATIONAL BANK OF CALUMET-LAKE LINDEN,CALUMET,MI,5065,259554,2006-09-30 00:00:00
UNITED CENTRAL BANK,GARLAND,TX,25330,259657,2014-06-30 00:00:00
CLEAR CREEK NATIONAL BANK,GEORGETOWN,CO,20394,259853,2010-06-30 00:00:00
ODEBOLT STATE BANK,ODEBOLT,IA,15052,260149,2007-12-31 00:00:00
RICHARDSON COUNTY BANK & TRUST CO.,FALLS CITY,NE,8598,260354,2015-09-30 00:00:00
FIRST BANK OF SNOOK,SNOOK,TX,22327,260868,2022-03-31 00:00:00
FIDELITY BANK AND TRUST COMPANY,BATON ROUGE,LA,32511,261070,2013-03-31 00:00:00
INDUSTRIAL STATE BANK,KANSAS CITY,KS,18072,261258,2016-12-31 00:00:00
TERRITORY BANK,MUSKOGEE,OK,4046,261557,2006-09-30 00:00:00
CONSUMER NATIONAL BANK,JACKSON,MS,22120,261632,2006-03-31 00:00:00
FIRST BRANDON NATIONAL BANK,BRANDON,VT,6263,261904,2007-03-31 00:00:00
COMMUNITY BANK OF CENTRAL CALIFORNIA,SALINAS,CA,24243,262068,2005-12-31 00:00:00
PERPETUAL SAVINGS BANK,WELLSVILLE,OH,30281,262273,2006-09-30 00:00:00
AMERICAN NATIONAL BANK OF FREMONT,FREMONT,NE,24481,262451,2010-09-30 00:00:00
FIRST FINANCIAL BANK  NATIONAL ASSOCIATION,SOUTHLAKE,TX,25888,262965,2005-09-30 00:00:00
GLADEWATER NATIONAL BANK,GLADEWATER,TX,23835,263551,2018-09-30 00:00:00
FIRST NATIONAL BANK OF ATHENS  THE,ATHENS,TX,3080,263953,2005-03-31 00:00:00
CARNEY STATE BANK  THE,CARNEY,OK,18263,264156,2013-12-31 00:00:00
FREMONT NATIONAL BANK AND TRUST COMPANY  THE,FREMONT,NE,5402,264558,2013-12-31 00:00:00
BANK OF ELMWOOD,RACINE,WI,18321,264941,2009-09-30 00:00:00
BANK OF HARRISBURG  THE,HARRISBURG,AR,15880,265041,2005-12-31 00:00:00
FIRST NATIONAL BANK  OELWEIN  THE,OELWEIN,IA,4485,265948,2007-06-30 00:00:00
TCF NATIONAL BANK,MINNEAPOLIS,MN,28330,266271,2021-03-31 00:00:00
FIRST IOWA BANK,MONTICELLO,IA,20121,266440,2002-12-31 00:00:00
COLONIAL CO-OPERATIVE BANK,GARDNER,MA,26556,266879,2018-03-31 00:00:00
TIB BANK OF THE KEYS,KEY LARGO,FL,21435,267737,2011-03-31 00:00:00
HERITAGE NATIONAL BANK,GRANBURY,TX,25233,267755,2005-09-30 00:00:00
AMERICAN INVESTMENT BANK  NATIONAL ASSOCIATION,SALT LAKE CITY,UT,25192,267979,2005-06-30 00:00:00
REEDSBURG BANK  THE,REEDSBURG,WI,12799,268042,2007-09-30 00:00:00
COMMUNITY BANK,GRANBURY,TX,20202,268257,2014-09-30 00:00:00
COMMERCIAL STATE BANK OF WATERLOO,WATERLOO,IL,12392,268341,2008-12-31 00:00:00
BREMER BANK  NATIONAL ASSOCIATION,ALEXANDRIA,MN,12915,268556,2014-09-30 00:00:00
BROADWAY BANK,CHICAGO,IL,22853,268734,2010-03-31 00:00:00
VALLEY RIDGE BANK,KENT CITY,MI,1592,268846,2006-09-30 00:00:00
EQUITABLE CO-OPERATIVE BANK,LYNN,MA,26453,269478,2016-06-30 00:00:00
COUNTRYSIDE BANK,MERIDEN,KS,13734,269656,2004-03-31 00:00:00
ORION BANK,NAPLES,FL,22427,270036,2009-09-30 00:00:00
HABERSHAM BANK,CLARKESVILLE,GA,151,270335,2010-12-31 00:00:00
STATE BANK OF ALCESTER,ALCESTER,SD,1116,271154,2017-09-30 00:00:00
FARMERS & MERCHANTS BANK,MONTICELLO,FL,11286,271631,2018-09-30 00:00:00
WHITE HALL NATIONAL BANK  THE,WHITE HALL,IL,3844,271743,2012-09-30 00:00:00
BANK OF CUSHING AND TRUST COMPANY,CUSHING,OK,4075,271752,2019-12-31 00:00:00
FIRSTBANK OF TECH CENTER,ENGLEWOOD,CO,24096,271855,2010-09-30 00:00:00
WILMINGTON TRUST COMPANY,WILMINGTON,DE,680,272218,2011-06-30 00:00:00
FIRST STATE BANK OF WEST SALEM,WEST SALEM,IL,15916,272245,2016-03-31 00:00:00
CYRIL STATE BANK,CYRIL,OK,18558,272254,2006-12-31 00:00:00
HAXTUN COMMUNITY BANK,HAXTUN,CO,16124,272357,2003-12-31 00:00:00
MEETINGHOUSE CO-OPERATIVE BANK,DORCHESTER,MA,26715,272870,2017-09-30 00:00:00
FIRST NATIONAL BANK OF HOPE  THE,HOPE,AR,3875,273149,2014-12-31 00:00:00
FIRST STATE BANK,ARMOUR,SD,3983,273251,2016-06-30 00:00:00
FIRST-KNOX NATIONAL BANK OF MOUNT VERNON  THE,MOUNT VERNON,OH,6651,273523,2008-06-30 00:00:00
FIRST & OCEAN NATIONAL BANK,SEABROOK,NH,2623,273907,2003-09-30 00:00:00
FIRST NATIONAL BANK OF VAN ALSTYNE  THE,VAN ALSTYNE,TX,5567,274164,2019-06-30 00:00:00
NORTHWESTERN STATE BANK OF ORANGE CITY,ORANGE CITY,IA,13411,274548,2023-09-30 00:00:00
H. F. GEHANT BANKING CO.,WEST BROOKLYN,IL,9264,274641,2019-12-31 00:00:00
CITY NATIONAL BANK OF GREELEY  THE,GREELEY,NE,5413,274753,2012-09-30 00:00:00
FIRST NATIONAL BANK OF GREENCASTLE  THE,GREENCASTLE,PA,7511,275116,2008-12-31 00:00:00
COMMUNITY BANK OF BERGEN COUNTY  N.J.,MAYWOOD,NJ,571,275509,2017-12-31 00:00:00
BREMER BANK  NATIONAL ASSOCIATION,BRAINERD,MN,12917,275750,2014-09-30 00:00:00
BANK OF VERNON  THE,VERNON,TX,21413,275769,2009-03-31 00:00:00
FIRST NATIONAL BANK,GROESBECK,TX,23891,276355,2016-09-30 00:00:00
STONE CITY BANK OF BEDFORD  INDIANA,BEDFORD,IN,4386,276449,2006-06-30 00:00:00
HALIFAX NATIONAL BANK,HALIFAX,PA,7513,276711,2008-12-31 00:00:00
MILTON SAVINGS BANK,MILTON,WI,30426,276775,2012-03-31 00:00:00
FIRST STATE BANK OF HOTCHKISS,HOTCHKISS,CO,12373,277053,2019-09-30 00:00:00
FIRST STATE BANK OF ST. ROBERT,SAINT ROBERT,MO,19191,277558,2015-03-31 00:00:00
VISALIA COMMUNITY BANK,VISALIA,CA,22496,277567,2013-06-30 00:00:00
FIRST BANK,GROVETON,TX,14256,277950,2007-12-31 00:00:00
WELLESLEY CO-OPERATIVE BANK,WELLESLEY,MA,26605,278078,2020-03-31 00:00:00
PEOPLES STATE BANK  TULSA  OKLAHOMA,TULSA,OK,9882,278153,2020-06-30 00:00:00
AMFIRST BANK  NATIONAL ASSOCIATION,MCCOOK,NE,5417,278957,2017-06-30 00:00:00
FIRST NATIONAL BANK OF CHASKA  THE,CHASKA,MN,5111,279253,2005-03-31 00:00:00
FIRST SOUTHERN BANK,BOCA RATON,FL,27044,279338,2014-03-31 00:00:00
HOLBROOK CO-OPERATIVE BANK,HOLBROOK,MA,26600,279673,2017-03-31 00:00:00
BAYLAKE BANK,STURGEON BAY,WI,13060,280044,2016-03-31 00:00:00
SAINT MICHAELS BANK,SAINT MICHAELS,MD,1575,280624,2004-06-30 00:00:00
UNION SAVINGS BANK  THE,SEDALIA,MO,1948,280950,2011-09-30 00:00:00
EDENS BANK,WILMETTE,IL,20435,281144,2010-12-31 00:00:00
NATIONAL BANK OF DELAWARE COUNTY  WALTON,WALTON,NY,7337,281210,2016-06-30 00:00:00
SUN BANK,SELINSGROVE,PA,441,281416,2004-09-30 00:00:00
PEOPLES STATE BANK OF COMFREY,COMFREY,MN,12197,281751,2013-03-31 00:00:00
AMERICAN STATE BANK,LAWRENCEBURG,IN,9645,281845,2005-03-31 00:00:00
PEOPLES BANK & TRUST COMPANY,OWENTON,KY,8129,282048,2020-03-31 00:00:00
F&M BANK - WISCONSIN,KAUKAUNA,WI,5305,282141,2005-03-31 00:00:00
ABINGTON SAVINGS BANK,ABINGTON,MA,22051,282208,2004-03-31 00:00:00
YADKIN VALLEY BANK AND TRUST COMPANY,ELKIN,NC,19861,282329,2016-12-31 00:00:00
HERITAGE BANK,LOUISVILLE,CO,90579,283054,2006-12-31 00:00:00
STATE BANK OF DELANO,DELANO,MN,10198,283858,2018-06-30 00:00:00
FIRST BANK,TOMAH,WI,10007,284248,2019-06-30 00:00:00
FIRST COMMUNITY BANK OF TIFTON,TIFTON,GA,15647,284332,2010-03-31 00:00:00
FIRST STATE BANK  CANISTEO  N.Y.,CANISTEO,NY,591,284408,2010-06-30 00:00:00
POSTVILLE STATE BANK,POSTVILLE,IA,213,284743,2005-12-31 00:00:00
HARLEYSVILLE NATIONAL BANK AND TRUST COMPANY  THE,HARLEYSVILLE,PA,7516,284819,2010-03-31 00:00:00
OKLAHOMA STATE BANK,VINITA,OK,15611,285759,2021-09-30 00:00:00
NOKOMIS SAVINGS BANK,NOKOMIS,IL,29532,285777,2023-09-30 00:00:00
BANK OF TOCCOA  THE,TOCCOA,GA,11296,285937,2003-03-31 00:00:00
HORIZON CAPITAL BANK,HOUSTON,TX,18929,286466,2005-09-30 00:00:00
LAMAR BANK,BEAUMONT,TX,18060,286952,2007-12-31 00:00:00
FIRST BANK OF HASKELL  THE,HASKELL,OK,4110,287155,2006-12-31 00:00:00
CAROLINA STATE BANK,CHESNEE,SC,9920,287324,2003-06-30 00:00:00
RURAL AMERICAN BANK - EAST GRAND FORKS,EAST GRAND FORKS,MN,19180,287351,2009-09-30 00:00:00
HARRIS BANK WOODSTOCK,WOODSTOCK,IL,1785,287445,2005-03-31 00:00:00
CHICAGO COMMUNITY BANK,CHICAGO,IL,14267,287539,2010-12-31 00:00:00
FARMERS STATE BANK,FAITH,SD,1123,287650,2013-03-31 00:00:00
AMERICAN BANK  THE,WAGONER,OK,2312,287856,2022-03-31 00:00:00
FIRST NATIONAL BANK AND TRUST COMPANY OF VINITA  THE,VINITA,OK,4218,288358,2021-03-31 00:00:00
FIRST NATIONAL BANK  HENRYETTA,HENRYETTA,OK,19338,288750,2006-06-30 00:00:00
CITY NATIONAL BANK,WESLACO,TX,23178,289065,2005-06-30 00:00:00
FARMERS SAVINGS BANK,REMSEN,IA,9297,289449,2013-12-31 00:00:00
YORKVILLE NATIONAL BANK,YORKVILLE,IL,3757,289542,2007-06-30 00:00:00
EMPIRE BANK,SPRINGFIELD,MO,17633,290052,2021-09-30 00:00:00
FIRST NATIONAL BANK OF MANCHESTER,MANCHESTER,TN,4951,290230,2020-06-30 00:00:00
WYOMING BANK & TRUST COMPANY,WYOMING,IL,15096,290847,2006-09-30 00:00:00
FIRSTBANK OF LAKEWOOD,LAKEWOOD,CO,23470,291152,2010-09-30 00:00:00
GEAUGA SAVINGS BANK,NEWBURY,OH,32287,291273,2019-12-31 00:00:00
FIRST BANK,WADLEY,AL,1744,291330,2023-09-30 00:00:00
GLOUSTER COMMUNITY BANK  THE,LANCASTER,OH,16317,291910,2007-06-30 00:00:00
FOUR OAKS BANK & TRUST COMPANY,FOUR OAKS,NC,11506,292524,2017-09-30 00:00:00
OMNI NATIONAL BANK,FAYETTEVILLE,NC,22238,293026,2008-12-31 00:00:00
HERITAGE BANK OF ST. JOSEPH  THE,SAINT JOSEPH,MO,26237,293558,2002-12-31 00:00:00
VANGUARD BANK & TRUST COMPANY,VALPARAISO,FL,11290,293736,2008-09-30 00:00:00
MINER COUNTY BANK,HOWARD,SD,9933,294153,2017-06-30 00:00:00
METROPOLITAN NATIONAL BANK,SPRINGFIELD,MO,24311,294256,2015-12-31 00:00:00
FIRST NATIONAL BANK OF ALACHUA,ALACHUA,FL,3550,294331,2005-03-31 00:00:00
WELEETKA STATE BANK,WELEETKA,OK,4225,294359,2003-12-31 00:00:00
FIRST BANK & TRUST COMPANY,LUBBOCK,TX,14778,294564,2023-03-31 00:00:00
FIRST MOUNTAIN BANK,LEADVILLE,CO,23216,295356,2008-09-30 00:00:00
FRANKLIN BANK  S.S.B.,AUSTIN,TX,26870,295552,2008-09-30 00:00:00
WAYNE COUNTY NATIONAL BANK OF WOOSTER  THE,WOOSTER,OH,6734,295628,2004-09-30 00:00:00
CITIZENS NATIONAL BANK,MACOMB,IL,5757,295637,2009-03-31 00:00:00
FARMERS & MERCHANTS STATE BANK,IROQUOIS,SD,6080,295758,2010-09-30 00:00:00
CITIZENS SAVINGS BANK & TRUST COMPANY,SAINT JOHNSBURY,VT,14169,296102,2003-03-31 00:00:00
COASTAL COMMUNITY BANK,APALACHICOLA,FL,9619,296438,2010-06-30 00:00:00
FORTRESS BANK OF WESTBY,WESTBY,WI,9521,297042,2007-09-30 00:00:00
BANK  THE,WEATHERFORD,TX,26967,297257,2021-12-31 00:00:00
FIRSTBANK OF LITTLETON,LITTLETON,CO,26295,297453,2010-09-30 00:00:00
ROWLEY SAVINGS BANK,ROWLEY,IA,9102,297547,2021-09-30 00:00:00
FIRST STATE BANK OF ARCADIA  THE,ARCADIA,FL,21163,297631,2023-06-30 00:00:00
PEOPLES STATE BANK OF MANSFIELD,MANSFIELD,IL,10834,297734,2006-06-30 00:00:00
ARGYLE STATE BANK,ARGYLE,MN,15392,298058,2006-06-30 00:00:00
BOONE COUNTY NATIONAL BANK OF COLUMBIA  THE,COLUMBIA,MO,4536,299046,2021-09-30 00:00:00
FIRST STATE BANK OF ASHBY,ASHBY,MN,8196,299251,2019-09-30 00:00:00
BANK IOWA,DENISON,IA,5801,299644,2010-12-31 00:00:00
ATWATER STATE BANK,ATWATER,MN,1396,299653,2012-12-31 00:00:00
HOMESTAR BANK,MANTENO,IL,16375,300036,2019-09-30 00:00:00
VALLEY EXCHANGE BANK,LENNOX,SD,9947,300157,2023-06-30 00:00:00
COMMUNITY BANK  N.A.,SUMMERSVILLE,MO,12238,300250,2016-03-31 00:00:00
FIRST COMMUNITY BANK & TRUST,BARGERSVILLE,IN,29596,300371,2004-09-30 00:00:00
PIQUA STATE BANK,PIQUA,KS,18089,300456,2023-06-30 00:00:00
COASTAL BANK OF GEORGIA  THE,BRUNSWICK,GA,16911,300531,2010-03-31 00:00:00
BORDER STATE BANK,ROSEAU,MN,16777,300559,2003-06-30 00:00:00
BROWN COUNTY STATE BANK,MOUNT STERLING,IL,11721,301640,2016-09-30 00:00:00
UNITED NATIONAL BANK,SAN MARINO,CA,24526,301668,2005-06-30 00:00:00
FIRST STATE BANK OF IDABEL,IDABEL,OK,15616,302450,2011-06-30 00:00:00
CITIZENS NATIONAL BANK OF WILLS POINT,WILLS POINT,TX,23450,302665,2016-09-30 00:00:00
NATIONAL CITY BANK OF SOUTHERN INDIANA,NEW ALBANY,IN,13096,303345,2006-06-30 00:00:00
PREFERRED BANK,BIG LAKE,MN,1414,303550,2018-09-30 00:00:00
FIRST NATION BANK,COVINGTON,GA,18869,304034,2007-06-30 00:00:00
BURTON STATE BANK,BURTON,TX,13669,304155,2021-09-30 00:00:00
FIRST NATIONAL BANK IN PRATT,PRATT,KS,4760,305152,2018-06-30 00:00:00
ESCAMBIA COUNTY BANK,FLOMATON,AL,1746,305433,2020-09-30 00:00:00
CITY NATIONAL BANK OF SHENANDOAH  THE,SHENANDOAH,IA,14051,305648,2020-03-31 00:00:00
FORT HOOD NATIONAL BANK,FORT HOOD,TX,19640,305750,2020-09-30 00:00:00
HARRIS BANK CARY-GROVE,CARY,IL,5742,305835,2005-03-31 00:00:00
SECURITY STATE BANK,WAVERLY,IA,15738,306140,2023-03-31 00:00:00
STATE BANK OF BLUE MOUND  THE,BLUE MOUND,IL,5718,306739,2015-09-30 00:00:00
FIRST MIDWEST BANK OF CARTER COUNTY,VAN BUREN,MO,11460,307053,2004-12-31 00:00:00
BOWEN STATE BANK,BOWEN,IL,10443,307231,2004-12-31 00:00:00
FIRST NATIONAL BANK OF SIOUX CENTER  THE,SIOUX CENTER,IA,4503,307745,2013-09-30 00:00:00
FIRST NATIONAL BANK OF CATLIN  THE,CATLIN,IL,3615,307932,2023-03-31 00:00:00
HERITAGE STATE BANK,NEVADA,MO,12617,307950,2018-03-31 00:00:00
MILLS COUNTY BANK  NATIONAL ASSOCIATION,GLENWOOD,IA,212,308247,2007-12-31 00:00:00
BANK OF FAYETTEVILLE NATIONAL ASSOCIATION,FAYETTEVILLE,AR,26975,308443,2015-09-30 00:00:00
LAFAYETTE BANK AND TRUST COMPANY,LAFAYETTE,IN,16512,308649,2009-06-30 00:00:00
FIRST NATIONAL BANK,ASHDOWN,AR,20360,309347,2005-12-31 00:00:00
FIRST MARINER BANK,BALTIMORE,MD,31286,309570,2017-12-31 00:00:00
RANCHO BANK,SAN DIMAS,CA,22934,309664,2006-06-30 00:00:00
FARMERS STATE BANK OF FORT MORGAN,FORT MORGAN,CO,9215,309758,2008-09-30 00:00:00
1ST NATIONAL BANK & TRUST,BRADENTON,FL,26744,309936,2006-06-30 00:00:00
STATE BANK OF CHANHASSEN,CHANHASSEN,MN,1914,310053,2005-03-31 00:00:00
SOUTHERN COMMERCE BANK,TAMPA,FL,26970,310437,2015-03-31 00:00:00
CAROLINA FIRST BANK,GREENVILLE,SC,26849,310727,2010-06-30 00:00:00
SHORE BANK,ONLEY,VA,31294,310875,2015-09-30 00:00:00
KISLAK NATIONAL BANK,MIAMI LAKES,FL,18918,311331,2004-12-31 00:00:00
OKEMAH NATIONAL BANK  THE,OKEMAH,OK,4163,311452,2011-09-30 00:00:00
MORNINGSIDE BANK & TRUST COMPANY,SIOUX CITY,IA,18958,311649,2018-06-30 00:00:00
AMERICAN BANK,WELSH,LA,19594,312431,2007-09-30 00:00:00
BRIDGEVIEW BANK AND TRUST,BRIDGEVIEW,IL,21122,312730,2019-03-31 00:00:00
GUARANTY NATIONAL BANK,GAINESVILLE,TX,3208,312954,2006-12-31 00:00:00
UNION BANK OF BENTON  THE,BENTON,AR,17322,313241,2009-03-31 00:00:00
NATIONAL UNION BANK OF KINDERHOOK  THE,KINDERHOOK,NY,7128,313401,2019-06-30 00:00:00
COMMUNITY BANK & TRUST OF SOUTHEAST ALABAMA,ENTERPRISE,AL,19649,313531,2010-03-31 00:00:00
FIRST LOWNDES BANK,FORT DEPOSIT,AL,24957,314033,2009-12-31 00:00:00
BRIMFIELD BANK,BRIMFIELD,IL,10856,315339,2016-06-30 00:00:00
BANK OF BLEVINS,BLEVINS,AR,1756,315348,2006-12-31 00:00:00
ST. MARYS STATE BANK  THE,SAINT MARYS,KS,15312,315357,2018-06-30 00:00:00
CITIZENS NATIONAL BANK OF EVANS CITY  THE,EVANS CITY,PA,7879,315629,2014-09-30 00:00:00
HARTFORD SAVINGS BANK,HARTFORD,WI,28531,315674,2013-12-31 00:00:00
EASTWOOD BANK,KASSON,MN,8208,315852,2014-12-31 00:00:00
RANTOUL FIRST BANK  S.B.,RANTOUL,IL,30590,315973,2005-09-30 00:00:00
LINCOLN NATIONAL BANK,OKLAHOMA CITY,OK,26184,316158,2003-12-31 00:00:00
REPUBLIC BANK  INCORPORATED,DULUTH,MN,22618,316354,2019-09-30 00:00:00
GUARANTY NATIONAL BANK OF TALLAHASSEE,TALLAHASSEE,FL,26838,316738,2003-12-31 00:00:00
MELLON SECURITIES TRUST COMPANY,NEW YORK,NY,26378,316916,2008-06-30 00:00:00
NORTH MIDDLESEX SAVINGS BANK,AYER,MA,90147,317100,2017-03-31 00:00:00
AMERICAN BANK  THE,GENEVA,AL,17495,317735,2007-06-30 00:00:00
U.S. TRUST COMPANY OF NORTH CAROLINA,GREENSBORO,NC,91309,318125,2003-06-30 00:00:00
BANK OF CHESTNUT,CHESTNUT,IL,10885,318639,2023-03-31 00:00:00
TERRACE BANK,TAMPA,FL,27045,318835,2021-09-30 00:00:00
FIRST NATIONAL BANK OF PLATTEVILLE,PLATTEVILLE,WI,5318,319542,2012-09-30 00:00:00
COLORADO EAST BANK & TRUST,LAMAR,CO,3027,320155,2016-06-30 00:00:00
SEDGWICK STATE BANK  THE,SEDGWICK,KS,15083,320856,2012-06-30 00:00:00
OCALA NATIONAL BANK,OCALA,FL,26538,321536,2008-12-31 00:00:00
SECURITY STATE BANK,RED OAK,IA,16951,321844,2004-09-30 00:00:00
NATIONAL BANK,GATESVILLE,TX,3214,322056,2021-03-31 00:00:00
MERCANTILE BANK TEXAS,FORT WORTH,TX,22790,322458,2004-06-30 00:00:00
WABASH SAVINGS BANK,MOUNT CARMEL,IL,30618,322476,2023-03-31 00:00:00
FARMERS AND MERCHANTS BANK,ADAMSVILLE,TN,9188,322757,2019-06-30 00:00:00
BANK OF COMMERCE,STILWELL,OK,422,322850,2019-09-30 00:00:00
ARCHER BANK,CHICAGO,IL,18625,323035,2013-03-31 00:00:00
FIRST NATIONAL BANK OF WYOMING  THE,WYOMING,DE,4819,323718,2014-06-30 00:00:00
ROSELLE SAVINGS BANK,ROSELLE,NJ,28567,324274,2020-03-31 00:00:00
FIRST NATIONAL BANK,HOT SPRINGS,AR,22391,324649,2018-03-31 00:00:00
FIRST STATE BANK OF SINAI,SINAI,SD,498,324751,2003-09-30 00:00:00
MERRILL LYNCH BANK & TRUST COMPANY,PLAINSBORO TOWNSHIP,NJ,91363,324902,2006-06-30 00:00:00
FIRST NATIONAL BANK OF WELLSTON  THE,WELLSTON,OH,6727,325824,2014-03-31 00:00:00
FIRST NATIONAL BANK OF GOLIAD  THE,GOLIAD,TX,3222,326250,2006-09-30 00:00:00
AMERICAN SAVINGS BANK OF DANVILLE,DANVILLE,IL,30385,326670,2005-06-30 00:00:00
SALT LICK DEPOSIT BANK  THE,OWINGSVILLE,KY,8784,327015,2012-12-31 00:00:00
FIRST SOUTH BANK,BOLIVAR,TN,9170,327453,2017-06-30 00:00:00
FIRST COUNTY BANK,NEW BADEN,IL,10887,327949,2017-09-30 00:00:00
CITIZENS STATE BANK  THE,MILTONVALE,KS,17315,328151,2013-03-31 00:00:00
NATIONAL BANK AND TRUST COMPANY  THE,WILMINGTON,OH,6731,328423,2014-12-31 00:00:00
CHICKASHA BANK & TRUST COMPANY,CHICKASHA,OK,21012,328450,2014-06-30 00:00:00
FIRSTBANK OF SOUTH JEFFCO,LITTLETON,CO,22613,328553,2010-09-30 00:00:00
MARLBOROUGH CO-OPERATIVE BANK,MARLBOROUGH,MA,26510,329578,2008-09-30 00:00:00
FIRST NATIONAL BANK OF SOUTHERN KANSAS  THE,MOUNT HOPE,KS,4734,329756,2012-06-30 00:00:00
PEOPLES BANK,MOREHEAD,KY,9308,330417,2006-06-30 00:00:00
ALTURA STATE BANK,ALTURA,MN,10173,330453,2016-06-30 00:00:00
WEBB CITY BANK,WEBB CITY,MO,12224,330659,2006-06-30 00:00:00
LYNDONVILLE SAVINGS BANK AND TRUST COMPANY,LYNDONVILLE,VT,14155,331106,2007-12-31 00:00:00
NEKOMA STATE BANK  THE,LA CROSSE,KS,13603,331553,2019-03-31 00:00:00
FIRST STATE BANK OF AUDUBON,AUDUBON,MN,9739,331656,2005-03-31 00:00:00
FIRST BANK OF NEWTON,NEWTON,KS,4738,332055,2019-09-30 00:00:00
RANDOLPH SAVINGS BANK,RANDOLPH,MA,90270,332402,2022-09-30 00:00:00
SAN JOSE TRI-COUNTY BANK,SAN JOSE,IL,16202,332644,2005-09-30 00:00:00
NORTH FORK BANK,MATTITUCK,NY,15985,332907,2007-06-30 00:00:00
SHARON CO-OPERATIVE BANK,SHARON,MA,26446,332970,2007-03-31 00:00:00
FIRST STATE BANK OF THORNTON,THORNTON,IA,15768,333043,2007-12-31 00:00:00
FIRST NATIONAL BANK OF BATTLE LAKE  THE,BATTLE LAKE,MN,5090,333052,2017-12-31 00:00:00
CLEBURNE COUNTY BANK  THE,HEBER SPRINGS,AR,8731,333249,2005-09-30 00:00:00
COMMUNITY BANK & TRUST COMPANY,TULSA,OK,17076,334059,2007-06-30 00:00:00
BLAINE STATE BANK,BLAINE,MN,20670,334255,2012-12-31 00:00:00
TITONKA SAVINGS BANK,TITONKA,IA,17302,334648,2021-06-30 00:00:00
FARMERS AND MERCHANTS STATE BANK OF BLOOMING PRAIRIE,BLOOMING PRAIRIE,MN,1599,334657,2021-06-30 00:00:00
ALAMO BANK OF TEXAS,ALAMO,TX,10361,334750,2006-03-31 00:00:00
TWO RIVERS STATE BANK,BLAIR,NE,34468,335355,2021-09-30 00:00:00
STATE BANK OF OSKALOOSA  THE,OSKALOOSA,KS,16205,335757,2015-06-30 00:00:00
ROXBURY-HIGHLAND CO-OPERATIVE BANK,JAMAICA PLAIN,MA,26662,336071,2008-03-31 00:00:00
ASSOCIATED BANK CHICAGO,CHICAGO,IL,22177,336932,2005-06-30 00:00:00
ASHTON STATE BANK,ASHTON,NE,1436,336950,2022-09-30 00:00:00
AMERICAN SAVINGS BANK,TRIPOLI,IA,9104,337247,2021-09-30 00:00:00
FARMERS BANK OF PORTAGEVILLE,PORTAGEVILLE,MO,1642,337658,2004-09-30 00:00:00
BANK OF BONIFAY  THE,BONIFAY,FL,14246,337733,2010-03-31 00:00:00
SEAPORT BANK,SEADRIFT,TX,20410,337966,2005-12-31 00:00:00
MELROSE CO-OPERATIVE BANK,MELROSE,MA,26511,338178,2020-03-31 00:00:00
FIRST NATIONAL BANK OF THE ROCKIES,MEEKER,CO,3041,338758,2014-06-30 00:00:00
GRUVER STATE BANK,GRUVER,TX,16495,339054,2019-06-30 00:00:00
